Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
108	:	1687983327.572	     1.068	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_108 magma -b label:=2.2.5.1-245.1-1.1-gl-0 scripts/generate_kposs.m
109	:	1687983327.574	     1.130	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_109 magma -b label:=2.2.5.1-251.1-1.1-gl-0 scripts/generate_kposs.m
110	:	1687983327.577	     0.861	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_110 magma -b label:=2.2.5.1-251.2-1.1-gl-0 scripts/generate_kposs.m
111	:	1687983327.579	     1.313	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_111 magma -b label:=2.2.5.1-256.1-1.1-gl-0 scripts/generate_kposs.m
112	:	1687983327.594	     1.082	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_112 magma -b label:=2.2.5.1-261.1-1.1-gl-0 scripts/generate_kposs.m
113	:	1687983327.596	     1.271	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_113 magma -b label:=2.2.5.1-261.2-1.1-gl-0 scripts/generate_kposs.m
114	:	1687983327.599	     1.229	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_114 magma -b label:=2.2.5.1-269.1-1.1-gl-0 scripts/generate_kposs.m
115	:	1687983327.607	     0.842	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_115 magma -b label:=2.2.5.1-269.2-1.1-gl-0 scripts/generate_kposs.m
116	:	1687983327.609	     1.163	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_116 magma -b label:=2.2.5.1-271.1-1.1-gl-0 scripts/generate_kposs.m
117	:	1687983327.615	     1.230	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_117 magma -b label:=2.2.5.1-271.2-1.1-gl-0 scripts/generate_kposs.m
118	:	1687983327.618	     1.264	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_118 magma -b label:=2.2.5.1-275.1-1.1-gl-0 scripts/generate_kposs.m
119	:	1687983327.620	     1.172	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_119 magma -b label:=2.2.5.1-275.2-1.1-gl-0 scripts/generate_kposs.m
120	:	1687983327.623	     1.042	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_120 magma -b label:=2.2.5.1-279.1-1.1-gl-0 scripts/generate_kposs.m
121	:	1687983327.625	     1.301	0	27	0	0	/usr/bin/time -f "%U %M %C" -o timings/GL_Gamma0_lt3000_cut5000_kposs_121 magma -b label:=2.2.5.1-279.2-1.1-gl-0 scripts/generate_kposs.m
