Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
139	:	1674359483.310	     0.907	0	27	0	0	magma -b label:=2.2.5.1-319.3-1.1-sl-0 scripts/generate_kposs.m
168	:	1674359483.451	     0.769	0	27	0	0	magma -b label:=2.2.5.1-395.1-1.1-sl-0 scripts/generate_kposs.m
184	:	1674359483.556	     0.665	0	27	0	0	magma -b label:=2.2.5.1-431.1-1.1-sl-0 scripts/generate_kposs.m
188	:	1674359483.592	     0.631	0	27	0	0	magma -b label:=2.2.5.1-439.1-1.1-sl-0 scripts/generate_kposs.m
165	:	1674359483.426	     0.799	0	27	0	0	magma -b label:=2.2.5.1-380.2-1.1-sl-0 scripts/generate_kposs.m
175	:	1674359483.474	     0.755	0	27	0	0	magma -b label:=2.2.5.1-404.1-1.1-sl-0 scripts/generate_kposs.m
150	:	1674359483.369	     0.864	0	27	0	0	magma -b label:=2.2.5.1-349.2-1.1-sl-0 scripts/generate_kposs.m
144	:	1674359483.349	     0.888	0	27	0	0	magma -b label:=2.2.5.1-331.2-1.1-sl-0 scripts/generate_kposs.m
132	:	1674359483.241	     0.999	0	27	0	0	magma -b label:=2.2.5.1-305.2-1.1-sl-0 scripts/generate_kposs.m
149	:	1674359483.366	     0.876	0	27	0	0	magma -b label:=2.2.5.1-349.1-1.1-sl-0 scripts/generate_kposs.m
141	:	1674359483.317	     0.929	0	27	0	0	magma -b label:=2.2.5.1-320.1-1.1-sl-0 scripts/generate_kposs.m
155	:	1674359483.386	     0.861	0	27	0	0	magma -b label:=2.2.5.1-359.1-1.1-sl-0 scripts/generate_kposs.m
157	:	1674359483.391	     0.859	0	27	0	0	magma -b label:=2.2.5.1-361.1-1.1-sl-0 scripts/generate_kposs.m
163	:	1674359483.414	     0.839	0	27	0	0	magma -b label:=2.2.5.1-379.2-1.1-sl-0 scripts/generate_kposs.m
179	:	1674359483.528	     0.728	0	27	0	0	magma -b label:=2.2.5.1-409.2-1.1-sl-0 scripts/generate_kposs.m
164	:	1674359483.416	     0.845	0	27	0	0	magma -b label:=2.2.5.1-380.1-1.1-sl-0 scripts/generate_kposs.m
172	:	1674359483.466	     0.796	0	27	0	0	magma -b label:=2.2.5.1-400.1-1.1-sl-0 scripts/generate_kposs.m
146	:	1674359483.354	     0.911	0	27	0	0	magma -b label:=2.2.5.1-341.2-1.1-sl-0 scripts/generate_kposs.m
178	:	1674359483.525	     0.746	0	27	0	0	magma -b label:=2.2.5.1-409.1-1.1-sl-0 scripts/generate_kposs.m
166	:	1674359483.427	     0.846	0	27	0	0	magma -b label:=2.2.5.1-389.1-1.1-sl-0 scripts/generate_kposs.m
154	:	1674359483.379	     0.901	0	27	0	0	magma -b label:=2.2.5.1-356.2-1.1-sl-0 scripts/generate_kposs.m
177	:	1674359483.509	     0.774	0	27	0	0	magma -b label:=2.2.5.1-405.1-1.1-sl-0 scripts/generate_kposs.m
190	:	1674359483.608	     0.678	0	27	0	0	magma -b label:=2.2.5.1-441.1-1.1-sl-0 scripts/generate_kposs.m
140	:	1674359483.314	     0.976	0	27	0	0	magma -b label:=2.2.5.1-319.4-1.1-sl-0 scripts/generate_kposs.m
187	:	1674359483.583	     0.710	0	27	0	0	magma -b label:=2.2.5.1-436.2-1.1-sl-0 scripts/generate_kposs.m
138	:	1674359483.297	     1.004	0	27	0	0	magma -b label:=2.2.5.1-319.2-1.1-sl-0 scripts/generate_kposs.m
170	:	1674359483.459	     0.846	0	27	0	0	magma -b label:=2.2.5.1-396.1-1.1-sl-0 scripts/generate_kposs.m
181	:	1674359483.534	     0.781	0	27	0	0	magma -b label:=2.2.5.1-419.2-1.1-sl-0 scripts/generate_kposs.m
137	:	1674359483.294	     1.038	0	27	0	0	magma -b label:=2.2.5.1-319.1-1.1-sl-0 scripts/generate_kposs.m
174	:	1674359483.471	     0.865	0	27	0	0	magma -b label:=2.2.5.1-401.2-1.1-sl-0 scripts/generate_kposs.m
152	:	1674359483.373	     0.970	0	27	0	0	magma -b label:=2.2.5.1-355.2-1.1-sl-0 scripts/generate_kposs.m
191	:	1674359483.611	     0.758	0	27	0	0	magma -b label:=2.2.5.1-445.1-1.1-sl-0 scripts/generate_kposs.m
185	:	1674359483.566	     0.811	0	27	0	0	magma -b label:=2.2.5.1-431.2-1.1-sl-0 scripts/generate_kposs.m
180	:	1674359483.532	     0.848	0	27	0	0	magma -b label:=2.2.5.1-419.1-1.1-sl-0 scripts/generate_kposs.m
189	:	1674359483.595	     0.796	0	27	0	0	magma -b label:=2.2.5.1-439.2-1.1-sl-0 scripts/generate_kposs.m
183	:	1674359483.553	     0.842	0	27	0	0	magma -b label:=2.2.5.1-421.2-1.1-sl-0 scripts/generate_kposs.m
176	:	1674359483.478	     0.920	0	27	0	0	magma -b label:=2.2.5.1-404.2-1.1-sl-0 scripts/generate_kposs.m
186	:	1674359483.575	     0.833	0	27	0	0	magma -b label:=2.2.5.1-436.1-1.1-sl-0 scripts/generate_kposs.m
192	:	1674359483.624	     0.812	0	27	0	0	magma -b label:=2.2.5.1-445.2-1.1-sl-0 scripts/generate_kposs.m
217	:	1674359484.218	     0.638	0	26	0	0	magma -b label:=2.2.8.1-41.1-1.1-sl-0 scripts/generate_kposs.m
194	:	1674359484.063	     0.827	0	28	0	0	magma -b label:=2.2.8.1-2.1-1.1-sl-0 scripts/generate_kposs.m
199	:	1674359484.127	     0.776	0	29	0	0	magma -b label:=2.2.8.1-9.1-1.1-sl-0 scripts/generate_kposs.m
215	:	1674359484.183	     0.745	0	26	0	0	magma -b label:=2.2.8.1-34.2-1.1-sl-0 scripts/generate_kposs.m
203	:	1674359484.142	     0.794	0	30	0	0	magma -b label:=2.2.8.1-17.1-1.1-sl-0 scripts/generate_kposs.m
239	:	1674359484.287	     0.651	0	26	0	0	magma -b label:=2.2.8.1-73.1-1.1-sl-0 scripts/generate_kposs.m
242	:	1674359484.295	     0.665	0	26	0	0	magma -b label:=2.2.8.1-79.2-1.1-sl-0 scripts/generate_kposs.m
212	:	1674359484.173	     0.794	0	26	0	0	magma -b label:=2.2.8.1-31.2-1.1-sl-0 scripts/generate_kposs.m
202	:	1674359484.139	     0.835	0	29	0	0	magma -b label:=2.2.8.1-16.1-1.1-sl-0 scripts/generate_kposs.m
209	:	1674359484.164	     0.815	0	26	0	0	magma -b label:=2.2.8.1-28.1-1.1-sl-0 scripts/generate_kposs.m
195	:	1674359484.118	     0.871	0	28	0	0	magma -b label:=2.2.8.1-4.1-1.1-sl-0 scripts/generate_kposs.m
232	:	1674359484.259	     0.735	0	26	0	0	magma -b label:=2.2.8.1-63.2-1.1-sl-0 scripts/generate_kposs.m
204	:	1674359484.144	     0.853	0	30	0	0	magma -b label:=2.2.8.1-17.2-1.1-sl-0 scripts/generate_kposs.m
196	:	1674359484.120	     0.888	0	26	0	0	magma -b label:=2.2.8.1-7.1-1.1-sl-0 scripts/generate_kposs.m
211	:	1674359484.170	     0.839	0	26	0	0	magma -b label:=2.2.8.1-31.1-1.1-sl-0 scripts/generate_kposs.m
220	:	1674359484.223	     0.789	0	26	0	0	magma -b label:=2.2.8.1-46.2-1.1-sl-0 scripts/generate_kposs.m
193	:	1674359484.061	     0.952	0	28	0	0	magma -b label:=2.2.8.1-1.1-1.1-sl-0 scripts/generate_kposs.m
226	:	1674359484.242	     0.773	0	26	0	0	magma -b label:=2.2.8.1-50.1-1.1-sl-0 scripts/generate_kposs.m
221	:	1674359484.226	     0.792	0	26	0	0	magma -b label:=2.2.8.1-47.1-1.1-sl-0 scripts/generate_kposs.m
